id	name	pvalue	logFC
XLOC_027059	Cep152	0.005161174	-0.503603299
XLOC_027060	Eid1	0.753577376	-0.023874952
XLOC_027061	-	0.561503713	-0.30433161
XLOC_027062	Secisbp2l	0.03871274	-0.363844158
XLOC_027063	-	0.836806454	0.140927644
XLOC_027064	Cops2	0.00096768	0.806284473
XLOC_027065	Galk2	0.391002219	0.45944848
XLOC_027067	Dtwd1	0.391002219	-0.059200996
XLOC_027069	-	0.034860581	-0.787438778
XLOC_027070	-	0.028990771	-0.822635871
XLOC_027071	Atp8b4	0.006092889	-0.941065819
XLOC_027073	Hdc	0.391002219	0.120193463
XLOC_027074	Gabpb1,Gm27003	0.02337826	0.702461438
XLOC_027075	-	0.870356277	0.105242562
XLOC_027076	Usp8	0.752495347	-0.01508345
XLOC_027077	-	0.317288553	-0.621690451
XLOC_027078	Gm14212,Trpm7	0.116807181	-0.352467347
XLOC_027079	Gm14212	0.015572283	-1.660336494
XLOC_027080	-	0.391002219	0.051845784
XLOC_027081	-	0.461441022	-0.278098003
XLOC_027082	Sppl2a	0.033329685	0.264866223
XLOC_027083	Ap4e1	0.507484832	-0.094378551
XLOC_027085	Blvra	0.391002219	-0.254450197
XLOC_027086	Ncaph	0.001064576	1.246221131
XLOC_027087	Itpripl1	0.150564737	0.377222029
XLOC_027088	1810024B03Rik	0.35841041	-0.246341641
XLOC_027089	Snrnp200	0.419726315	-0.212763478
XLOC_027090	Tmem127	0.753821496	-0.060522495
XLOC_027091	Stard7	0.386105567	-0.144938884
XLOC_027092	-	0.78585571	0.062956791
XLOC_027093	-	0.075506291	0.467892296
XLOC_027094	-	0.001798028	1.055948522
XLOC_027095	-	0.12555398	0.436881233
XLOC_027096	Dusp2	0.816530079	0.274171715
XLOC_027099	Fahd2a,Gpat2	0.432401024	0.456525613
XLOC_027100	Zfp661	0.068867352	0.373365448
XLOC_027101	Mrps5	0.475972805	-0.386903694
XLOC_027106	1500011K16Rik	0.047528852	0.933556905
XLOC_027107	Acoxl	0.540919927	-0.064511598
XLOC_027110	Bcl2l11	0.397494122	0.510611127
XLOC_027115	Anapc1,Gm14007,Spdye4c	0.008954174	0.421143455
XLOC_027122	Zc3h8	0.000976883	0.856962201
XLOC_027123	Gm14027,Zc3h6	0.041608301	0.233958176
XLOC_027124	Ttl	0.571160941	-0.053357362
XLOC_027125	Polr1b	0.398468537	0.152527536
XLOC_027126	Chchd5	0.198423522	-0.37943735
XLOC_027127	Gm14026	0.391002219	-0.111736081
XLOC_027128	Gm14029	0.182305684	-0.953785251
XLOC_027129	Slc20a1	0.129930744	-0.720170373
XLOC_027132	Ckap2l	0.463175712	0.274870216
XLOC_027144	-	0.027026966	-0.631253797
XLOC_027145	Snrpb	0.049693366	0.915211964
XLOC_027147	-	0.067723269	0.599813853
XLOC_027148	-	0.038314408	0.455174776
XLOC_027149	Gm23187,Gm23650,Gm24451,Nop56,Snord57	0.086554235	0.21439869
XLOC_027153	1700020A23Rik,Gm28372,Tmem239	0.047513978	-0.449388704
XLOC_027154	-	0.023967993	-0.458211842
XLOC_027155	-	0.009206176	-0.899730015
XLOC_027156	Vps16	0.134385443	-0.229364681
XLOC_027157	Ptpra	0.451308454	0.107961671
XLOC_027158	Mrps26	0.829962523	0.088661133
XLOC_027160	-	0.074953093	-0.344919006
XLOC_027161	Fastkd5,Ubox5	0.295810157	0.263884548
XLOC_027162	Lzts3	0.253370113	-0.197470382
XLOC_027163	-	0.305436598	-0.259124446
XLOC_027164	-	0.219967246	-0.279570821
XLOC_027165	Ddrgk1	0.028168414	-0.709047321
XLOC_027166	Itpa	0.987851846	0.005939246
XLOC_027167	4930402H24Rik	0.065846312	-0.700982357
XLOC_027168	Gm14048	0.450752343	-0.137438986
XLOC_027169	Atrn	0.141349966	0.041162513
XLOC_027171	Hspa12b	0.005674193	1.41140758
XLOC_027173	Gm14232	0.404406509	0.583625523
XLOC_027174	Cdc25b	0.243355421	-0.2216482
XLOC_027177	Gm14233,Pank2	0.296492482	0.507117215
XLOC_027179	Smox	0.391002219	0.015922189
XLOC_027183	Gm28045,Prnd,Prnp	0.391002219	-0.07035958
XLOC_027184	-	0.116364238	-1.321029694
XLOC_027185	Rassf2	0.000191014	-1.606174876
XLOC_027186	Gm14051,Gm14052,Slc23a2	0.261158783	-0.113904538
XLOC_027187	Gm14052	0.138338692	-0.56783951
XLOC_027188	Gm14051	0.175969759	-0.499702574
XLOC_027189	AV099323,Gm14051,Pcna	0.271130716	0.284827036
XLOC_027190	Cds2	0.721167645	-0.132406468
XLOC_027192	1700026D11Rik,Gpcpd1	1.69e-05	-1.034174115
XLOC_027199	Trmt6	0.014922506	1.09034267
XLOC_027201	Crls1	0.500858912	-0.172266478
XLOC_027210	-	0.253803216	-1.465285892
XLOC_027211	-	0.689391385	-0.189963081
XLOC_027212	-	0.391002219	-0.917622284
XLOC_027213	-	0.041730912	-1.120239309
XLOC_027214	-	0.881479894	-0.006381927
XLOC_027215	Tmx4	0.020482936	-1.192385075
XLOC_027216	Gm14038	0.652024404	-0.020369255
XLOC_027220	Plcb4	0.539235561	-0.088440888
XLOC_027228	-	0.283824892	-0.471910543
XLOC_027229	Slx4ip	0.812388043	-0.058246054
XLOC_027240	-	0.284053291	-0.875798424
XLOC_027241	-	0.170460675	-0.521274452
XLOC_027242	-	0.027632057	-0.773943577
XLOC_027243	Gm14070,Tasp1	0.024639426	-0.528177571
XLOC_027244	Gm14070	0.224001853	-0.961574715
XLOC_027245	Esf1,Gm17374,Ndufaf5	0.002470595	1.513975744
XLOC_027254	Gm22310,Kif16b	0.331001479	0.105252978
XLOC_027257	Snrpb2	0.312861492	0.111057523
XLOC_027264	Dstn	0.810896834	-0.03797222
XLOC_027265	Rrbp1	0.060039451	0.330060871
XLOC_027267	4930444E06Rik,Mgme1,Snx5	0.042538906	0.274988808
XLOC_027270	-	0.604055118	-0.197455497
XLOC_027271	Csrp2bp,Pet117	0.866781304	0.021068502
XLOC_027273	Polr3f	0.650643842	0.077215088
XLOC_027274	Rbbp9	0.089734574	0.221320049
XLOC_027275	Sec23b	0.479737026	0.07857854
XLOC_027277	Dtd1	0.458345884	-0.233402091
XLOC_027284	Rin2	0.391002219	-0.008019396
XLOC_027286	Gm11764	0.391002219	-0.734064313
XLOC_027287	Cfap61,Crnkl1,Naa20	0.633690665	0.139963445
XLOC_027288	Insm1	0.391002219	-0.063327904
XLOC_027289	-	0.083762615	-0.791284966
XLOC_027290	-	0.20883181	-0.762816893
XLOC_027291	-	0.106032102	-0.740456742
XLOC_027292	-	0.086650133	-0.853919402
XLOC_027293	A930019D19Rik,Ralgapa2	0.06972614	-0.404031597
XLOC_027294	A930019D19Rik	0.391002219	0.043212116
XLOC_027295	Gm14117	0.05931557	-1.020558898
XLOC_027298	-	0.148820583	-1.123644935
XLOC_027299	Xrn2	0.940103363	0.065027032
XLOC_027311	Nxt1	0.391002219	0.148795226
XLOC_027312	Gzf1	0.649036146	0.050856953
XLOC_027319	Cst3	0.319141942	0.184548026
XLOC_027325	Zfp120	0.102601739	0.127668994
XLOC_027329	Gm14125	0.113485935	-1.150448408
XLOC_027331	3300002I08Rik	0.026521629	-1.147860437
XLOC_027332	Gm10130	0.143656494	-0.400085504
XLOC_027333	-	0.14588792	-0.40026937
XLOC_027334	-	0.526415852	-0.134864045
XLOC_027335	Zfp442	0.00612668	-0.80414489
XLOC_027336	Gm14121	0.296773976	-0.104096422
XLOC_027339	Cst7	0.243865527	0.202581218
XLOC_027340	Apmap,Gm14123	0.489296489	-0.136218253
XLOC_027341	Acss1,E130215H24Rik	0.001696388	-2.579505543
XLOC_027342	Entpd6	0.405056597	-0.125079949
XLOC_027343	Pygb	0.113619547	-0.562681336
XLOC_027344	Gm23598	0.219821729	0.346471719
XLOC_027348	Nanp	0.134306812	0.358646631
XLOC_027358	Nsfl1c	0.953493824	0.141279281
XLOC_027359	Fkbp1a	0.118310927	0.693126128
XLOC_027361	Psmf1,Tmem74b	0.305575918	-0.270698389
XLOC_027364	Angpt4	0.902017768	0.010289259
XLOC_027365	-	0.02518085	-0.718904787
XLOC_027367	Fam110a	0.466403496	-0.162416059
XLOC_027372	Rps15a-ps7	0.56076764	0.919077325
XLOC_027374	-	0.687893013	0.164361036
XLOC_027375	-	0.196617984	-0.431377811
XLOC_027376	Csnk2a1	0.508121334	-0.106949357
XLOC_027377	Rbck1,Tbc1d20	0.14901131	-0.268518969
XLOC_027378	Trib3	0.000979712	2.014171878
XLOC_027381	Sox12	0.010637887	2.095543908
XLOC_027382	Zcchc3	0.044064028	0.77407273
XLOC_027394	H13	0.217980974	0.289851456
XLOC_027395	Mcts2	0.391002219	0.214747881
XLOC_027399	Bcl2l1	6.88e-05	2.579105447
XLOC_027403	Ttll9	0.184367031	0.489570571
XLOC_027408	Tm9sf4	0.460066756	-0.33832144
XLOC_027409	Plagl2,Pofut1	0.000576324	1.864751603
XLOC_027410	Kif3b	0.638814854	-0.025754305
XLOC_027411	Asxl1	0.526046058	-0.089209589
XLOC_027412	Gm14472	0.073850559	0.678936831
XLOC_027415	-	0.04265496	-0.952633604
XLOC_027416	-	0.014729407	-0.619574723
XLOC_027417	-	0.493758881	-0.290199879
XLOC_027418	Commd7	0.216308873	-0.355692194
XLOC_027421	Mapre1	0.243750474	-0.7908013
XLOC_027440	Cdk5rap1	0.070579256	-0.622901706
XLOC_027441	Cbfa2t2	0.235101971	0.048111832
XLOC_027443	Actl10	0.391002219	0.07703167
XLOC_027444	E2f1	0.372252976	0.791023831
XLOC_027445	Pxmp4	0.000411663	-0.862264895
XLOC_027446	Zfp341	0.391002219	0.011116891
XLOC_027447	Chmp4b	0.610136843	0.118430393
XLOC_027449	Raly,a	0.740116764	-0.03092952
XLOC_027450	Eif2s2	0.000103327	1.867300161
XLOC_027451	Eif2s2	0.014196351	-0.897701868
XLOC_027452	Eif2s2	0.219339413	-0.69201733
XLOC_027454	-	0.453944498	0.263103091
XLOC_027455	Ahcy	0.003380573	1.735442793
XLOC_027456	Itch	0.520916387	-0.171360626
XLOC_027457	Dynlrb1	0.467240671	0.221266568
XLOC_027458	Map1lc3a	0.038745387	0.961990931
XLOC_027460	Ncoa6,Trp53inp2	0.037180408	-0.328167676
XLOC_027461	Gm14239	0.113926626	-0.246611246
XLOC_027462	Acss2,Gssos1,Gssos2	0.02255214	0.786158069
XLOC_027465	Myh7b,Trpc4ap	0.108414066	-0.559038926
XLOC_027467	Edem2	0.009431318	-0.471128716
XLOC_027469	Gm16098,Mmp24	0.002361254	1.155053255
XLOC_027470	-	0.0348777	-0.396174352
XLOC_027471	Uqcc1	0.576877826	0.092771773
XLOC_027473	Cep250	0.213944419	-0.241551588
XLOC_027474	Ergic3	0.550580418	-0.45358553
XLOC_027476	Spag4	0.41878061	0.338921837
XLOC_027477	Gm28036	0.219821527	-0.18654551
XLOC_027478	Rbm39,Romo1	0.000516554	-1.130652956
XLOC_027479	-	0.303922684	-0.675430741
XLOC_027480	Phf20	0.33325849	0.137269251
XLOC_027481	Cnbd2	0.747282735	-0.033681923
XLOC_027484	Rpl21-ps9	0.000862832	0.956126638
XLOC_027486	Aar2	0.524316804	-0.036709264
XLOC_027488	Dlgap4	0.256848246	0.434433665
XLOC_027490	Gm14230	0.056996815	0.575462939
XLOC_027491	Tgif2	0.497713947	-0.269169449
XLOC_027492	Gm27651	0.030339072	-0.392725217
XLOC_027493	1110008F13Rik	0.005323319	-2.555591462
XLOC_027495	-	0.372625011	-0.699713989
XLOC_027496	Ndrg3	0.002860674	-1.163332929
XLOC_027497	Dsn1	0.061705983	0.988406981
XLOC_027498	Samhd1,Tldc2	0.016682712	-0.475728436
XLOC_027499	Gm14277	0.553517877	0.110026378
XLOC_027501	Rpn2	0.190646662	-0.401774583
XLOC_027502	Manbal	0.726349715	-0.067759366
XLOC_027504	Gm14287	0.44721078	0.204935913
XLOC_027505	-	0.39541983	-0.420792247
XLOC_027506	Nnat	0.086273864	0.410736382
XLOC_027508	Ctnnbl1	0.243686594	-0.266076634
XLOC_027511	-	0.615255228	0.202015326
XLOC_027512	Tti1	0.053061218	0.555289485
XLOC_027513	Rprd1b	0.633392893	-0.048959759
XLOC_027518	Snhg17	0.000664684	1.52386308
XLOC_027521	Ralgapb	0.892565764	-0.046447236
XLOC_027526	Actr5,Mir3474	0.55959877	-0.128751064
XLOC_027527	Ppp1r16b	0.067999344	-0.143238061
XLOC_027530	Dhx35	0.18679157	-0.148617075
XLOC_027537	Top1	0.178061681	-0.602933009
XLOC_027538	Plcg1	0.005959143	-1.482787418
XLOC_027539	Gm11447	0.536065113	-0.128411147
XLOC_027541	-	0.025466958	-0.988268633
XLOC_027542	Chd6,Gm25561	0.003889457	-0.420802256
XLOC_027547	-	0.070895922	-1.291309567
XLOC_027555	Srsf6	0.546475254	-0.238140056
XLOC_027558	Ift52	0.36873481	-0.545117579
XLOC_027564	Oser1	0.002798549	-1.563365221
XLOC_027567	-	0.704350798	0.070548185
XLOC_027568	-	0.595061928	0.152038143
XLOC_027569	2310001K24Rik,Fitm2	0.018728383	0.585676427
XLOC_027573	Ttpal	0.006953528	-1.469535395
XLOC_027574	0610039K10Rik,Serinc3	0.005142586	-0.559429037
XLOC_027575	Pkig	0.16056227	-0.888712366
XLOC_027576	Ada	0.372522981	-0.322201139
XLOC_027579	Ywhab	0.201391054	-0.755298956
XLOC_027581	Stk4	0.013534428	0.132901041
XLOC_027582	Stk4	0.126182327	-0.77633291
XLOC_027589	Sdc4	0.04583706	0.461663038
XLOC_027590	Dbndd2,Gm20458,Sys1	0.229707173	-0.596869626
XLOC_027591	-	0.54112578	-0.414099166
XLOC_027592	Pigt	0.669266532	-0.040771926
XLOC_027604	Ube2c	0.391002219	-0.031995429
XLOC_027605	Acot8,Snx21	0.434737109	0.057488046
XLOC_027607	Zswim1	0.391002219	0.092140968
XLOC_027608	Ctsa	0.201369329	0.232414416
XLOC_027609	-	0.154786188	-0.622021348
XLOC_027610	Pcif1,Zfp335os	0.014655489	-0.444155091
XLOC_027612	Ncoa5,Slc12a5	0.024030122	0.805401928
XLOC_027615	Slc35c2	0.050955247	0.623671279
XLOC_027616	Elmo2	0.088281949	-0.378373137
XLOC_027618	Trp53rka	0.049825256	0.573437227
XLOC_027621	-	0.064804073	-0.698004945
XLOC_027622	-	0.969079818	0.249505085
XLOC_027623	BC046401	0.000295537	-1.025804107
XLOC_027624	BC046401	0.498300358	-0.158428548
XLOC_027625	Gm11465	0.353743766	-1.376660765
XLOC_027627	Ncoa3	0.469231314	-0.257876317
XLOC_027631	-	0.095528802	-0.883703076
XLOC_027632	-	0.046450706	-1.114026078
XLOC_027633	Gm25265	0.000660058	-1.921485089
XLOC_027636	Trp53rkb	0.225895086	0.263176023
XLOC_027637	Arfgef2	0.219549202	0.199825241
XLOC_027638	-	0.050706686	-1.916079462
XLOC_027639	Cse1l	0.000919248	-0.946378365
XLOC_027640	Gm17096	0.145337334	-1.033614343
XLOC_027641	Stau1	0.022483961	-0.405366103
XLOC_027642	Ddx27	0.678167665	0.135677045
XLOC_027643	Gm23201,Gm25878,Gm27494,Snord12,Zfos1,Znfx1	0.003426898	-0.788744342
XLOC_027647	-	0.210848983	-0.702982916
XLOC_027648	-	0.242385431	-0.242919808
XLOC_027649	B4galt5	0.285285542	0.166168575
XLOC_027650	-	0.493340452	-0.185861182
XLOC_027651	-	0.555154681	0.138677287
XLOC_027652	-	0.550064414	0.297236054
XLOC_027653	-	0.154481735	-0.183652459
XLOC_027654	-	0.983389092	-0.078711124
XLOC_027655	Slc9a8	0.353919806	-0.215950868
XLOC_027656	Rnf114,Spata2	0.956058221	-0.065841505
XLOC_027658	Gm11476	0.096946714	0.324155218
XLOC_027660	Gm20431	0.053651302	-0.335293626
XLOC_027662	Cebpb	0.924046557	0.190101144
XLOC_027664	-	0.234105748	0.307324174
XLOC_027667	Ptpn1	0.211754299	1.032309957
XLOC_027668	Fam65c	0.101656149	-1.746428406
XLOC_027671	Adnp,Dpm1,Gm20716	0.00448956	-0.909897203
XLOC_027672	Mocs3	0.255900673	0.098742324
XLOC_027674	-	0.09524311	-0.761159453
XLOC_027675	-	0.406845886	-0.47911561
XLOC_027676	Nfatc2	0.000755337	-1.197567999
XLOC_027677	Atp9a	0.456073077	0.564863074
XLOC_027679	Zfp64	0.809230966	-0.073207357
XLOC_027688	Zfp217	0.151897702	-0.550984543
XLOC_027689	-	0.000689832	-0.643894296
XLOC_027690	-	0.37973791	-0.176567639
XLOC_027695	Gm14269	0.982193618	-0.291798632
XLOC_027708	Fam210b	0.197341621	0.032963682
XLOC_027709	Cstf1	0.303787494	-0.219480116
XLOC_027710	Cass4	0.096596811	-0.620863986
XLOC_027711	Rtfdc1	0.238139608	0.175671103
XLOC_027713	Gm14303	0.03690384	-0.868110321
XLOC_027715	Spo11	0.391002219	-0.028398957
XLOC_027716	Rae1	0.783576312	0.278098754
XLOC_027717	Rbm38	0.114779444	-0.498350408
XLOC_027718	-	0.423051099	-0.290948349
XLOC_027721	-	0.179420079	-0.159559727
XLOC_027722	Zbp1	0.00045277	-1.818674417
XLOC_027723	Pmepa1	0.667724267	-0.146594469
XLOC_027727	Ppp4r1l-ps	0.025487501	-0.307361131
XLOC_027728	Rab22a	0.05951983	-0.322887799
XLOC_027730	Vapb	0.42814995	-0.247927238
XLOC_027731	Stx16	0.05426387	0.154175124
XLOC_027732	Npepl1	0.166749727	0.2383774
XLOC_027734	Mir298	0.003006286	1.24193035
XLOC_027736	-	0.04714581	0.541277648
XLOC_027737	Gnas	0.959770102	-0.016082593
XLOC_027741	Nelfcd	0.026600577	1.248396961
XLOC_027743	Slmo2	0.006486414	1.013499173
XLOC_027744	-	0.273296628	-0.243841916
XLOC_027745	-	0.191103426	-0.505021043
XLOC_027746	Vmn1r-ps1	0.158879841	-0.800733866
XLOC_027747	-	0.001574767	-1.241375033
XLOC_027748	-	0.005437723	-1.027934875
XLOC_027749	Zfp831	0.124262263	-0.226071469
XLOC_027756	-	0.194644933	-0.438867311
XLOC_027757	Gm14391,Gm14399,Gm16355	0.924291292	0.029081015
XLOC_027759	Gm14438	0.297740756	0.42555011
XLOC_027761	Gm4723	0.371256989	0.33235225
XLOC_027764	-	0.417509629	-0.166032685
XLOC_027767	Gm14288,Gm2007,Gm4245	0.521225781	0.450225042
XLOC_027770	-	0.956263518	-0.019772547
XLOC_027776	Gm2004	0.219299721	0.132676213
XLOC_027777	Gm2004	0.70081932	0.139431242
XLOC_027783	-	0.589748143	-0.087974818
XLOC_027784	Gm14431	0.362660439	-0.412036822
XLOC_027785	Gm14434	0.263650158	0.238610997
XLOC_027791	Gm14296	0.3523338	0.451775875
XLOC_027794	Gm14401	0.620594653	0.214701091
XLOC_027797	Gm14410	0.865224538	-0.002086888
XLOC_027803	-	0.199944449	0.40930161
XLOC_027804	Etohi1,Gm14325,Gm14326,Gm14327,Zfp931	0.82132653	-0.275182512
XLOC_027806	Gm14327	0.431332606	-0.169321308
XLOC_027807	Etohi1	0.231758367	-0.309716743
XLOC_027808	-	0.590663549	0.368660828
XLOC_027809	-	0.979109352	0.017689796
XLOC_027810	-	0.058080063	-0.826628995
XLOC_027811	-	0.075645664	-0.400225626
XLOC_027812	-	0.975004937	0.033838643
XLOC_027813	-	0.022423259	-0.976444832
XLOC_027822	-	0.048957123	-0.471555918
XLOC_027823	-	0.883199854	0.038495363
XLOC_027824	Taf4a	0.794993188	0.053771736
XLOC_027827	Lsm14b	0.507116091	0.156568549
XLOC_027828	Psma7,Ss18l1	0.009764554	1.669167077
XLOC_027829	Mtg2	0.187220254	-0.187053561
XLOC_027831	Osbpl2	0.081197451	-0.163211442
XLOC_027832	Adrm1	0.15842632	0.48314689
XLOC_027833	-	0.187425153	0.220571489
XLOC_027834	-	0.244851432	-0.555507307
XLOC_027835	Cables2,Rps21	0.782567684	0.048061432
XLOC_027837	-	0.129127431	-0.868043708
XLOC_027843	Mrgbp	0.753638291	-0.040411867
XLOC_027844	Ogfr	0.405402806	-0.166593981
XLOC_027847	-	0.003358782	-1.34899123
XLOC_027848	Gm22502	0.039985692	-0.299051688
XLOC_027849	Gm22502	0.023550546	-1.21783297
XLOC_027850	Gid8	0.187772764	-0.320823151
XLOC_027851	Slc17a9	0.500925005	-0.270282776
XLOC_027852	-	0.274422798	-0.56607777
XLOC_027853	Slc17a9	0.568633724	-0.11211381
XLOC_027857	Ythdf1	0.304320251	-0.229245911
XLOC_027860	Arfgap1	0.138961204	-0.303426111
XLOC_027861	9230112E08Rik,Col20a1	0.391002219	-0.048490178
XLOC_027863	Ppdpf	0.920198779	-0.026527107
XLOC_027866	Helz2	0.002860144	-1.340460311
XLOC_027867	Gm7645,Gmeb2	0.558490447	-0.135253908
XLOC_027868	Rtel1	0.008805051	-1.112006451
XLOC_027869	Arfrp1	0.822293139	-0.02354317
XLOC_027870	Lime1,Zgpat	0.583363513	-0.229194847
XLOC_027871	Slc2a4rg-ps	0.181926057	0.14295935
XLOC_027873	-	0.027249731	1.199935278
XLOC_027874	Abhd16b	0.434041744	0.042117407
XLOC_027875	Gm25184,Tpd52l2	0.567635819	0.304843541
XLOC_027876	Dnajc5	0.33560718	-0.104197293
XLOC_027877	Prpf6,Uckl1os	4.45e-05	-0.755419582
XLOC_027878	Prpf6	0.360070393	-0.773872761
XLOC_027879	Samd10	0.154926826	0.358394338
XLOC_027883	Rgs19,Tcea2	0.00416763	-0.430403771
XLOC_027886	Pcmtd2	0.31572707	0.609136672
XLOC_027887	-	0.10859546	0.311145847
XLOC_027888	Polr3k	0.789528827	-0.015543012
XLOC_027892	Gm22005,Rpp38	0.173426919	-0.218426753
XLOC_027896	Dclre1c,Suv39h2	0.00178574	-1.679251874
XLOC_027897	-	0.007826517	-2.071532262
XLOC_027898	Hspa14	0.928689216	0.033384557
XLOC_027899	Cdnf	0.161369879	-0.494607038
XLOC_027901	Gm13185	0.183230078	-0.125900588
XLOC_027902	Gm13185	0.157250462	-0.824708419
XLOC_027903	-	0.267035453	-0.871938518
XLOC_027904	-	0.049083065	-0.582237621
XLOC_027905	-	0.410047808	-0.490507757
XLOC_027913	Gm13179	0.054913933	-0.524841756
XLOC_027914	Prpf18	0.304466257	-0.116986057
XLOC_027916	Sephs1	0.003970147	0.646230331
XLOC_027917	Phyh	0.036350094	-0.700631811
XLOC_027924	Camk1d	0.353859119	0.17233761
XLOC_027925	Cdc123,Gm13199,Sec61a2	0.003127264	1.495508506
XLOC_027927	Upf2	0.793570072	-0.023886784
XLOC_027932	Gm13388	0.063201381	-0.390641293
XLOC_027934	-	0.110273215	-1.268577143
XLOC_027935	Gm13391	0.002766897	-1.858009881
XLOC_027936	Celf2	0.509428414	-0.305788721
XLOC_027948	9230102O04Rik,Gata3	0.418961073	-0.1457994
XLOC_027949	Taf3	0.745129787	-0.02196524
XLOC_027950	Atp5c1	0.650438336	-0.042677108
XLOC_027952	Kin	0.274857265	-0.39886044
XLOC_027954	Itih5	0.128327557	-0.752053374
XLOC_027955	Gm13261	0.478115528	-0.289193844
XLOC_027956	Gm13261,Sfmbt2	0.012416093	-0.828658052
XLOC_027963	-	0.267265692	-0.6491183
XLOC_027964	-	0.255072326	-0.301295516
XLOC_027965	-	0.396542069	-0.611669335
XLOC_027966	Gm37520	0.002410053	-1.366127625
XLOC_027967	Gm36932	0.004735662	-1.889973615
XLOC_027968	Gm36932	0.016318169	-1.751109188
XLOC_027969	Gm37520	0.014992481	-1.422100615
XLOC_027975	Pfkfb3	0.079040537	-0.265940704
XLOC_027977	Rbm17	0.429502918	0.451419127
XLOC_027979	-	0.086182336	0.845715759
XLOC_027981	Il2ra	0.00015456	3.692494214
XLOC_027982	Il15ra	0.000589131	2.313378159
XLOC_027984	-	0.135662601	0.523677837
XLOC_027985	Fbxo18	0.285404005	-0.271154489
XLOC_027986	Ankrd16	0.00053002	-0.51121119
XLOC_027987	-	0.22100711	0.85279175
XLOC_027988	-	0.226877859	0.228004311
XLOC_027994	Fam188a	0.672635255	0.189511197
XLOC_027999	Pter	0.151859766	0.328610829
XLOC_028000	C1ql3	0.694005434	0.034850347
XLOC_028001	Rsu1	0.556455942	-0.051448542
XLOC_028007	-	0.039903977	-0.850418768
XLOC_028008	Vim	6.21e-05	-4.959905524
XLOC_028010	St8sia6	0.504841442	-0.241653048
XLOC_028014	Stam,Stamos	0.296618354	-0.213116285
XLOC_028015	-	0.171528125	-0.48184057
XLOC_028016	-	0.355148899	-0.386117756
XLOC_028026	Nsun6	0.436480411	-0.104354672
XLOC_028028	Arl5b	0.000334338	0.587490965
XLOC_028029	Gm37416	0.808096662	-0.132648362
XLOC_028030	Plxdc2	0.157822392	0.913744625
XLOC_028038	A930004D18Rik	0.391002219	0.014620515
XLOC_028041	Mir7655	0.301623397	-0.438694702
XLOC_028042	Dnajc1	0.035360493	-0.478353505
XLOC_028043	Gm23638	0.780683648	-0.244757773
XLOC_028044	Gm13351	0.303325827	-1.072494701
XLOC_028045	Mllt10	0.123678237	-0.980732051
XLOC_028048	-	0.60044873	-0.227857313
XLOC_028049	Commd3,Gm13355	0.030243695	-0.423341983
XLOC_028052	Bmi1	0.000906539	1.377692382
XLOC_028055	Pip4k2a	0.053842737	-0.618415192
XLOC_028056	4930426L09Rik	0.091355602	-0.942894377
XLOC_028058	Msrb2	0.947276872	-0.084237785
XLOC_028065	Otud1	0.009685329	-1.4747525
XLOC_028066	-	0.168870627	-0.928810429
XLOC_028074	Arhgap21	0.524900257	-0.324876621
XLOC_028079	Thnsl1	0.00684601	-1.391492878
XLOC_028089	Apbb1ip	0.003101044	-0.859086384
XLOC_028090	-	0.024845496	-1.188141309
XLOC_028092	Gm14441	0.561638207	0.509386253
XLOC_028093	Abi1	0.130339685	0.630890008
XLOC_028095	-	0.000140255	1.688815541
XLOC_028096	Acbd5,Mastl	0.187114552	-0.514436529
XLOC_028097	Yme1l1	0.096668004	0.279590339
XLOC_028098	4931423N10Rik	0.020908017	-0.797132612
XLOC_028099	Spopl	0.962357954	0.006902285
XLOC_028102	Gm13410	0.054821638	-3.01317599
XLOC_028104	Psd4	0.180086115	-0.251104787
XLOC_028105	Pax8	0.004742297	-1.910094057
XLOC_028109	Ehmt1,Gm37139	0.691151232	-0.056311651
XLOC_028111	Arrdc1	0.281667816	-0.765470418
XLOC_028112	Dph7,Zmynd19	0.009805942	0.766989857
XLOC_028114	Gm13369,Gm24328,Gm25518,Nsmf,Pnpla7	0.014543751	-0.825962521
XLOC_028115	Gm13369	0.019415246	-1.492649673
XLOC_028117	Gm24875	0.002340198	-1.429440817
XLOC_028121	Gm38287	0.134652165	-0.479632588
XLOC_028122	Tor4a	0.306857161	-0.523207969
XLOC_028123	Nelfb	0.499926196	0.242713172
XLOC_028125	Tubb4b	0.351583395	0.085117225
XLOC_028129	Ndor1	0.002341861	-1.101155822
XLOC_028130	-	0.036909775	-0.433032027
XLOC_028131	Anapc2,Ssna1,Tprn	0.164056977	-0.190084691
XLOC_028134	Dpp7,Man1b1	0.966764125	-0.012699276
XLOC_028135	Uap1l1	0.203363702	-0.326874246
XLOC_028136	Abca2	0.001572567	-0.661081418
XLOC_028138	Ptgds	0.236815554	0.108574312
XLOC_028140	C8g,Fbxw5	0.077442947	-0.162619959
XLOC_028141	Traf2	0.08956909	-0.238040499
XLOC_028143	Edf1,Mamdc4,Phpt1	0.049239254	0.758450877
XLOC_028144	Gm996	0.011913971	1.050251948
XLOC_028145	Rabl6	0.491823469	0.350009503
XLOC_028146	Ccdc183	0.69725494	0.020190694
XLOC_028149	A230005M16Rik	0.225404377	0.474925528
XLOC_028152	Camsap1	0.300074393	0.19786146
XLOC_028155	Nacc2	0.303077846	-0.038126217
XLOC_028156	C330006A16Rik	0.649208146	0.090675684
