id	name	pvalue	logFC	qvalue
XLOC_023854	-	0.03223906	-1.08067043	0.144749955
XLOC_023855	Malt1	0.005088165	-0.538938484	0.053670416
XLOC_023856	Malt1	9.74e-05	-0.851160528	0.015616428
XLOC_023857	Sec11c	0.052057143	-0.853857987	0.190549061
XLOC_023861	Lman1	0.997691214	0.02441264	0.998681819
XLOC_023864	Pmaip1	0.335029009	0.328862289	0.52990805
XLOC_023868	Gnal	0.008089824	-0.766194788	0.067371308
XLOC_023869	Mppe1	0.753654924	-0.04219449	0.833360172
XLOC_023870	-	0.492351879	-0.403601643	0.633213652
XLOC_023871	B430212C06Rik,Impa2	0.102882393	0.761930591	0.277510789
XLOC_023873	Afg3l2	0.513264933	0.062202322	0.649950321
XLOC_023875	Cep76,Psmg2	0.042802877	0.963463923	0.169581169
XLOC_023876	Ptpn2	0.96608813	-0.00590517	0.979124698
XLOC_023877	-	0.106109328	-0.805158991	0.282340645
XLOC_023878	Cep192,Fam210a,Gm26910,Mir7219,Seh1l	0.03890225	0.204602553	0.160735461
XLOC_023879	Rnmt	0.004110773	1.410187411	0.048498137
XLOC_023880	-	0.153968038	-0.29136754	0.350118003
XLOC_023882	-	0.7563899	0.065204954	0.835679328
XLOC_023886	Tcf4	0.061129463	0.639615962	0.209559188
XLOC_023892	Poli	0.045312582	-0.388987093	0.175726201
XLOC_023893	Mbd2	0.066524357	-0.648161787	0.218990402
XLOC_023894	-	0.299274658	-0.528711577	0.496964671
XLOC_023899	Mex3c	0.720408409	-0.014652101	0.808673942
XLOC_023900	-	0.391002219	-0.86580098	0.551169243
XLOC_023901	Smad4	0.918518537	-0.004258873	0.948666531
XLOC_023902	-	0.25840104	-0.405105419	0.459044939
XLOC_023903	Elac1	0.787544623	0.041058069	0.859502054
XLOC_023904	Me2	0.077859397	-0.289796221	0.238751814
XLOC_023905	-	0.147751583	0.447703648	0.342156064
XLOC_023906	-	0.457797568	-0.165225072	0.606570785
XLOC_023909	Cxxc1	0.311331112	-0.170129306	0.507753305
XLOC_023911	Mbd1	0.488982068	-0.112783152	0.630612446
XLOC_023916	Acaa2	0.035282145	-0.82050064	0.152660217
XLOC_023918	BC031181,Lipg,Rpl17	0.528905787	1.051255958	0.662668338
XLOC_023921	Dym,Gm8807	0.580410408	0.070133704	0.702387702
XLOC_023926	Smad7	2.4e-05	-2.72347408	0.011453409
XLOC_023927	-	0.006553437	-1.271679359	0.060955773
XLOC_023928	-	0.165978418	-0.954157747	0.365636446
XLOC_023929	Ctif	0.391002219	0.005787787	0.551169243
XLOC_023930	Smad2	0.07117463	-0.413737747	0.227869572
XLOC_023931	-	0.001956718	-1.855874818	0.035540103
XLOC_023932	-	0.017799389	-2.779608913	0.103129441
XLOC_023933	-	0.391002219	-0.294390165	0.551169243
XLOC_023934	-	0.069401574	-0.710673849	0.224753406
XLOC_023935	Ier3ip1	0.006144571	0.562540824	0.058840543
XLOC_023936	Hdhd2	0.037376236	0.60310088	0.157777862
XLOC_023937	Katnal2	0.391002219	-0.119110717	0.551169243
XLOC_023938	Pias2	0.357286866	0.104476589	0.550764722
XLOC_023939	-	0.367185724	0.44885335	0.551169243
XLOC_023940	-	0.519709039	0.150263836	0.655147331
XLOC_023944	8030462N17Rik	0.28269443	-0.06533484	0.481707884
XLOC_023947	Atp5a1	0.003891692	0.857125077	0.047248278
XLOC_023948	F830208F22Rik	0.485916586	-0.069225673	0.628250507
XLOC_023950	Epg5	0.10588674	-0.493014282	0.282063335
XLOC_023957	Gm21886,Pard6g	0.609572093	-0.18797417	0.724789864
XLOC_023958	Gm21886	0.860522497	-0.045224959	0.910618316
XLOC_023959	Adnp2	0.072468577	-0.254454844	0.230206557
XLOC_023960	Rbfa	0.560504321	-0.079654334	0.686924409
XLOC_023961	Hsbp1l1,Txnl4a	0.018505934	0.155741566	0.105635355
XLOC_023962	Pqlc1	0.606972652	0.123367258	0.722818915
XLOC_023963	Kcng2	0.364446385	-0.08126935	0.551169243
XLOC_023965	Ctdp1	0.988777135	0.001101264	0.992868
XLOC_023966	Nfatc1	0.194258788	0.237625592	0.393809599
XLOC_023967	Atp9b	0.191891053	0.093698736	0.392160321
XLOC_023972	-	0.16535342	0.972146217	0.365070531
XLOC_023974	Gm17383	0.060670517	-0.666750011	0.208734747
XLOC_023977	Rpl21-ps8	0.009455107	0.713157163	0.073411511
XLOC_023978	Rpl21-ps8	0.131891597	0.89608541	0.320135432
XLOC_023979	Zfp236	0.017860085	-0.430462368	0.1034057
XLOC_023980	-	0.978408437	-0.046769683	0.986689825
XLOC_023981	-	0.495179456	-0.230778645	0.635633883
XLOC_023983	Zfp516	0.031675077	0.592579311	0.143633749
XLOC_023984	Zfp516	0.002685298	0.569688419	0.040274286
XLOC_023987	Tshz1	0.237983102	-0.115383658	0.437931233
XLOC_023988	Zadh2	0.084955512	-0.29076239	0.25018019
XLOC_023989	Zfp407	0.844699018	-0.044918614	0.899502363
XLOC_023991	-	0.355129143	-0.784489248	0.5487599
XLOC_023992	-	0.492613933	-0.076024172	0.633271036
XLOC_023995	Cndp2	0.609326802	-0.13784756	0.724700492
XLOC_023999	Gm16146	0.415582334	-0.352199091	0.572154217
XLOC_024000	Gm16146	0.391002219	0.163207429	0.551169243
XLOC_024001	-	0.083849394	-1.102711945	0.248540196
XLOC_024002	-	0.15962883	-0.51303796	0.357837244
XLOC_024003	-	0.060588774	-1.119338521	0.208578723
XLOC_024005	Timm21	0.900516675	0.018449908	0.937573128
XLOC_024007	Socs6	0.373398962	0.266666968	0.551169243
XLOC_024008	Rttn	0.180072912	0.247658335	0.384367499
XLOC_024009	Cd226	0.564672485	0.092436373	0.689762552
XLOC_024010	-	0.028002856	-1.189951653	0.13371324
XLOC_024015	-	0.41471483	0.273118385	0.571350001
XLOC_024016	-	0.329897543	0.820098277	0.525504076
XLOC_024019	Tmx3	0.100550246	-1.532807299	0.273807874
XLOC_024020	Tmx3	0.265442961	-0.243673573	0.465684419
XLOC_024021	-	0.941323219	-0.02245022	0.963563252
XLOC_024022	-	0.859595007	0.042146449	0.909984158
XLOC_024023	-	0.444717806	0.201089527	0.596446128
XLOC_024024	-	0.306222898	-0.407406716	0.502794543
XLOC_024025	-	0.290153007	-0.50296208	0.488031996
XLOC_024026	-	0.945639414	0.062592204	0.966130748
XLOC_024027	-	0.19112203	-0.793692526	0.391445759
XLOC_024028	Ighmbp2,Mrpl21	0.454472858	-0.423586636	0.604028118
XLOC_024030	Cpt1a	0.632424124	-0.040191393	0.74116304
XLOC_024031	Mtl5	0.808504646	-0.018172116	0.873270306
XLOC_024032	-	0.006555559	-1.389231426	0.060955773
XLOC_024033	Gm23940,Ppp6r3	0.188038627	0.072782491	0.388772147
XLOC_024035	Lrp5	0.01370599	0.508976568	0.089553559
XLOC_024036	1810055G02Rik	0.759134054	0.045393493	0.837660029
XLOC_024037	-	0.757337144	-0.017472115	0.836408579
XLOC_024038	Suv420h1	0.270328608	0.049358511	0.470309168
XLOC_024039	Chka	0.351570984	0.490923126	0.545372468
XLOC_024040	Tcirg1	0.03758426	-0.462037743	0.158145581
XLOC_024041	Ndufs8	0.181481631	0.753937958	0.385519719
XLOC_024047	Doc2g,Nudt8	0.960909281	-0.014495064	0.975539705
XLOC_024048	Ndufv1	0.029412465	0.690165227	0.137474954
XLOC_024049	Gstp1,Gstp2	0.555279798	-0.160070365	0.68288421
XLOC_024050	-	0.08459628	-0.525122751	0.249601316
XLOC_024051	-	0.041548735	-0.873852044	0.166831411
XLOC_024052	BC021614	1.8e-05	0.877122762	0.010466385
XLOC_024054	Cdk2ap2	0.477536717	-0.255566399	0.622281503
XLOC_024055	Pitpnm1	0.007091584	-0.308926127	0.063269073
XLOC_024056	Tmem134	0.181708546	0.072979379	0.385519719
XLOC_024057	Gpr152	0.563885443	-0.02358563	0.689167027
XLOC_024058	Coro1b	0.37285704	-1.349430204	0.551169243
XLOC_024059	Ptprcap	0.560194395	0.27693681	0.686737231
XLOC_024060	Gm17552,Tbc1d10c	0.000996896	-1.328169639	0.027046991
XLOC_024061	Ppp1ca	0.301201311	-0.54398442	0.498553218
XLOC_024062	Clcf1	0.987742645	0.049086951	0.992311477
XLOC_024063	Pold4	0.391002219	-0.130712304	0.551169243
XLOC_024064	Ankrd13d,Ssh3	0.29192422	-0.567054157	0.489848131
XLOC_024065	Adrbk1	0.000275972	-1.058493964	0.020262692
XLOC_024066	-	0.011826367	-1.673818356	0.082974501
XLOC_024067	Kdm2a	0.019695079	-0.539887856	0.109444013
XLOC_024069	Pcx,Rce1	0.865313636	-0.06166729	0.913512467
XLOC_024071	Sptbn2	0.051303325	-0.277066326	0.189003902
XLOC_024072	Gm21844,Rbm4b	0.178788786	0.121721958	0.382464462
XLOC_024073	Ccdc87	0.008477948	-0.546358391	0.068956314
XLOC_024075	Zdhhc24	0.391002219	-0.110487202	0.551169243
XLOC_024077	Dpp3	0.364834241	0.213449782	0.551169243
XLOC_024078	Mrpl11	0.461038529	0.014643968	0.608987197
XLOC_024079	Npas4	0.004833004	2.73250342	0.05215379
XLOC_024082	Brms1	0.191977412	0.067997926	0.392245063
XLOC_024085	Yif1a	0.462094873	-0.142103882	0.609752647
XLOC_024086	Rab1b	0.054004766	-0.136635478	0.195143772
XLOC_024087	Klc2	0.6343982	0.222701629	0.742956198
XLOC_024089	Pacs1	0.235455001	-0.786956332	0.435429788
XLOC_024090	Sf3b2	0.010902837	0.397214355	0.07927974
XLOC_024093	-	0.305204757	0.413022126	0.50192528
XLOC_024094	Banf1,Eif1ad	0.006282497	1.389232241	0.059643897
XLOC_024095	Sart1	0.24012529	0.222340703	0.439935982
XLOC_024096	4930481A15Rik	0.005826028	0.624235746	0.057561944
XLOC_024097	AI837181	0.236360929	-0.394765758	0.436407121
XLOC_024099	Fosl1	0.026498887	-0.782001353	0.129569004
XLOC_024100	Ctsw,Fibp	0.000704812	-3.387797794	0.024610353
XLOC_024101	Efemp2	0.391002219	-0.024275435	0.551169243
XLOC_024102	Mus81	0.019243623	-0.839559059	0.107988406
XLOC_024103	Cfl1	0.331727488	-0.444691595	0.527180766
XLOC_024104	Snx32	0.105407478	-0.974350645	0.281731498
XLOC_024105	Ap5b1	0.391002219	-0.01183933	0.551169243
XLOC_024106	-	0.741576485	-0.499343121	0.824736002
XLOC_024107	Kat5,Rnaseh2c	0.817369434	-0.001970704	0.879438782
XLOC_024108	Rela	0.675080464	0.20415876	0.775799427
XLOC_024109	Map3k11,Pcnxl3,Sipa1	0.0023505	-0.87358313	0.038196723
XLOC_024110	Ehbp1l1,Kcnk7	0.24255596	-0.216937745	0.442065341
XLOC_024111	Gm16538	0.214456892	0.363970522	0.414217378
XLOC_024112	Ltbp3,Scyl1	0.426144775	0.240450001	0.581140775
XLOC_024113	Gm20417,Gm37376	0.013893522	-1.613527904	0.09023216
XLOC_024114	Frmd8os	0.000615516	-1.521918188	0.023807652
XLOC_024115	Slc25a45	0.131880672	-0.45597498	0.320135432
XLOC_024116	Dpf2	0.363692014	0.201317592	0.551169243
XLOC_024117	Pola2	0.120557548	0.435551413	0.303792968
XLOC_024118	Capn1,Gm10814	0.000135619	-1.049744849	0.017582925
XLOC_024119	Syvn1	0.423599517	-0.284431486	0.578607921
XLOC_024121	Fau	0.114137392	-1.757109269	0.294833411
XLOC_024122	Znhit2	0.29042576	-0.409800808	0.48836541
XLOC_024123	Vps51	0.280561097	-0.031683743	0.48006185
XLOC_024124	BC048609,Cdca5	0.986188807	-0.078603862	0.99114225
XLOC_024125	Naaladl1	0.134825636	0.550247884	0.324697002
XLOC_024126	Snx15	0.199300762	-0.460578299	0.398571113
XLOC_024127	-	0.469603726	-0.107956273	0.615924586
XLOC_024128	Arl2,Batf2	0.522946472	0.200271158	0.65784292
XLOC_024132	Gpha2,Ppp2r5b	0.013316203	-1.475241688	0.088229962
XLOC_024133	Atg2a	0.664824215	-0.02111445	0.767928338
XLOC_024136	Ehd1	0.167167972	0.315658536	0.367385502
XLOC_024138	Men1	0.881788185	-0.015603984	0.924461533
XLOC_024139	Map4k2	0.020417283	-1.201536192	0.111728144
XLOC_024141	Sf1	0.25405499	-0.652359046	0.454621067
XLOC_024142	Pygm	0.478898335	0.24099223	0.623497896
XLOC_024143	Rasgrp2	0.066063511	-2.206139797	0.218257719
XLOC_024146	-	0.849665541	0.20055796	0.903030173
XLOC_024148	Rps6ka4	0.544988125	-0.089282302	0.675095272
XLOC_024149	Ccdc88b	0.843541629	0.009543066	0.898671483
XLOC_024150	-	0.000828413	-0.387005904	0.025697466
XLOC_024151	Trmt112	0.022883202	0.566991112	0.118775146
XLOC_024152	Bad,Gpr137	0.33100622	-0.537455974	0.526542845
XLOC_024153	Plcb3	0.000159985	0.643420433	0.017977095
XLOC_024154	Ppp1r14b	0.325452556	0.278325735	0.521121711
XLOC_024155	Dnajc4,Vegfb	0.975939563	0.254595801	0.985337332
XLOC_024156	Nudt22,Stip1,Trpt1	0.000643018	1.970113824	0.023907485
XLOC_024157	Macrod1,Otub1	0.05521616	0.424545555	0.197826639
XLOC_024158	Cox8a	0.139462253	0.543882902	0.331361909
XLOC_024159	-	0.17193777	0.896786771	0.373660217
XLOC_024161	Naa40	0.059547381	0.625437229	0.206679052
XLOC_024162	-	0.375749318	-0.20695209	0.551169243
XLOC_024163	-	0.99164975	0.013788789	0.994723633
XLOC_024166	Gm17227,Mark2,Rcor2	0.021741879	-0.889120497	0.115760651
XLOC_024167	Gm17227	0.177234369	-1.260284525	0.380612638
XLOC_024168	1700105P06Rik,AI846148	0.991754154	-0.025870665	0.994790291
XLOC_024169	Rab11b-ps2	0.820241955	-0.057765156	0.881299481
XLOC_024170	2700081O15Rik,Rtn3	0.47532792	0.165602697	0.620915751
XLOC_024172	-	0.102756583	0.764528198	0.27732885
XLOC_024173	Atl3	0.105576841	0.185340666	0.281782689
XLOC_024174	Pla2g16	0.506493901	0.055665607	0.644870116
XLOC_024177	-	0.001898747	-0.75694589	0.034959223
XLOC_024178	-	0.052859247	-1.264310776	0.192463757
XLOC_024179	-	0.001091402	-1.71372939	0.027828632
XLOC_024182	Chrm1	0.50600224	0.045955301	0.644442113
XLOC_024183	-	0.751564563	0.040953562	0.832136957
XLOC_024184	-	0.161511536	-0.438383558	0.360577495
XLOC_024185	Slc3a2	0.000277952	0.999518729	0.020284139
XLOC_024186	Gm22680,Gm22744,Gm23246,Gm24452,Gm24453,Gm25855,Gm25894,Snhg1,Snord22	0.432662449	-0.313591673	0.586337923
XLOC_024187	Wdr74	0.792343971	-0.007807018	0.862506718
XLOC_024188	1700092M07Rik	0.477282945	-0.356740018	0.622074514
XLOC_024189	Stx5a	0.164202243	-1.447918381	0.363765144
XLOC_024190	Nxf1	0.208135586	-0.825851842	0.407899064
XLOC_024191	Polr2g	0.004243983	0.740221321	0.049179168
XLOC_024192	Zbtb3	0.19031334	0.111034564	0.390957309
XLOC_024193	Hnrnpul2	0.000824832	0.433790561	0.0256471
XLOC_024194	Bscl2	0.50829731	-0.112397159	0.646192653
XLOC_024196	Ubxn1	0.969032759	0.026881735	0.980602231
XLOC_024197	Uqcc3	0.145490933	-0.405224097	0.339319186
XLOC_024198	1810009A15Rik,Ints5,Lbhd1	0.208029984	0.165068835	0.40775308
XLOC_024199	Snora57	0.020019785	1.516182681	0.110545313
XLOC_024200	Ganab	0.362752903	-0.180744664	0.551169243
XLOC_024201	B3gat3	0.391002219	0.043935437	0.551169243
XLOC_024202	Eml3	0.591142695	0.049728543	0.710325127
XLOC_024203	Mta2	0.6015413	-0.22634329	0.718432651
XLOC_024204	Tut1	0.59607435	-0.099825187	0.71397659
XLOC_024205	Eef1g	0.377385403	0.395175726	0.551169243
XLOC_024206	Ahnak	0.378323833	-0.140346942	0.551169243
XLOC_024207	Gm9750	0.060678525	-0.508745914	0.208734747
XLOC_024209	Stxbp3-ps	0.509934565	-0.215925092	0.647503018
XLOC_024214	Incenp	0.895386315	-0.033114935	0.933603806
XLOC_024216	-	0.883422734	-0.299622691	0.92547367
XLOC_024217	Fth1	0.699306708	-0.126965814	0.793722501
XLOC_024220	Fads1	0.282696173	-0.064612639	0.481707884
XLOC_024222	Fen1,Gm10143,Tmem258	0.095881728	0.168753561	0.267173545
XLOC_024224	-	0.216129207	-0.781310892	0.416093484
XLOC_024225	-	0.036113363	-0.3766559	0.154952278
XLOC_024226	Cpsf7,Sdhaf2	0.984313375	0.033886071	0.989978597
XLOC_024227	Tmem138	0.181147536	-0.630018948	0.385519719
XLOC_024229	Tkfc	0.096583342	-0.637307241	0.268154068
XLOC_024230	Ddb1	0.853546625	0.076242059	0.905910962
XLOC_024232	Cd5,Vps37c	0.025985754	0.635319731	0.127999384
XLOC_024233	A430093F15Rik	0.466244099	-0.265712527	0.613049307
XLOC_024234	Cd6	0.005737912	0.631612702	0.057023267
XLOC_024235	Slc15a3	0.489619876	0.062090859	0.631062408
XLOC_024237	Tmem109	0.00483801	1.673738716	0.052165327
XLOC_024238	Prpf19	0.316658653	0.220780666	0.512805354
XLOC_024239	Ccdc86,Ptgdr2	0.182154812	0.189319298	0.385519719
XLOC_024240	AW112010	0.003012881	0.400744951	0.042254761
XLOC_024241	Gm336	0.032934399	-2.517626038	0.146572701
XLOC_024242	Gm336	0.105798917	-0.686089631	0.282031653
XLOC_024249	Ms4a4b	0.455355477	-0.250158599	0.604741236
XLOC_024250	Gm37387	0.77431956	0.056276073	0.849508802
XLOC_024251	Ms4a6c	0.003127959	1.276146478	0.042926733
XLOC_024252	BE692007	0.002347864	1.36747854	0.038195566
XLOC_024253	Gm8369	0.577016199	-0.133080942	0.69960445
XLOC_024254	Ms4a6b	0.177483524	-1.165941522	0.380765929
XLOC_024263	-	0.136123245	-1.275284624	0.326446706
XLOC_024264	Patl1	0.66335426	-0.045147314	0.766659694
XLOC_024266	Osbp	0.496080791	-0.037798596	0.636261178
XLOC_024267	-	0.231900667	-1.339962887	0.43211632
XLOC_024276	Mpeg1	0.287351166	-0.082168414	0.486001339
XLOC_024277	Dtx4	0.119046996	-0.772190072	0.301202689
XLOC_024278	-	0.002179046	-1.953045983	0.037189917
XLOC_024279	Fam111a	0.879208218	0.007109658	0.923118866
XLOC_024286	-	0.729276722	-0.051703584	0.815729344
XLOC_024287	Zfp91	0.007684105	-0.345964277	0.065629122
XLOC_024334	Tle4	0.000745519	-1.655736122	0.024885496
XLOC_024337	Psat1	0.004039504	3.981815271	0.048110036
XLOC_024339	Cep78	0.404268451	0.639134676	0.562874995
XLOC_024341	Gnaq	0.391002219	-0.124542033	0.551169243
XLOC_024342	Gm10819	0.052660225	1.05791207	0.192006352
XLOC_024344	Gna14	0.061271654	-0.39176691	0.20980439
XLOC_024345	Gm9806,Vps13a	0.615436215	0.116935914	0.729113391
XLOC_024347	Rfk	0.391002219	0.069150667	0.551169243
XLOC_024349	-	0.081955138	-0.627634519	0.245576282
XLOC_024350	-	0.891190652	-0.318731698	0.931080927
XLOC_024351	-	0.035174192	-1.052932313	0.152435904
XLOC_024352	-	0.021205215	-0.945317207	0.114509907
XLOC_024353	Nmrk1	0.076425072	-0.342362115	0.236265818
XLOC_024354	Gm8250	0.193979529	-0.766259939	0.393609203
XLOC_024355	Carnmt1	0.096917687	0.098732507	0.268528632
XLOC_024362	Zfand5	0.272473103	-0.225717071	0.472284459
XLOC_024364	-	0.083682732	-0.6536466	0.248441701
XLOC_024365	-	0.283966986	-0.369543014	0.482947711
XLOC_024366	1110059E24Rik	0.586600902	-0.334738368	0.707559838
XLOC_024367	Abhd17b	0.190432265	0.046454079	0.391008189
XLOC_024373	Klf9	0.187165859	-0.106488604	0.388132239
XLOC_024375	-	0.500311953	-0.243041239	0.639591148
XLOC_024376	-	0.223517688	-0.236930245	0.423418778
XLOC_024377	Smc5	0.111168259	0.345228167	0.289975125
XLOC_024382	Gm6563	0.774651441	0.030366414	0.84969509
XLOC_024383	Ptar1	0.397979321	0.17820541	0.557375185
XLOC_024384	Gm9938	0.391002219	0.080267864	0.551169243
XLOC_024387	Tjp2	0.804907387	0.072410671	0.871251752
XLOC_024389	Fxn	0.004749077	-1.068690526	0.051794838
XLOC_024390	-	0.438143105	0.567203609	0.590771968
XLOC_024392	Pip5k1bos	0.083888143	-0.306145976	0.248572914
XLOC_024394	Fam122a	0.020507584	-0.738777722	0.111941858
XLOC_024397	Cbwd1	0.004568502	0.561969306	0.051022401
XLOC_024398	Dock8	0.060186845	-0.349081983	0.207705334
XLOC_024403	Smarca2	0.148033941	-1.204674903	0.342567817
XLOC_024407	Pum3	0.000137205	1.74986312	0.017582925
XLOC_024408	Gm20407,Gm8412,Rfx3	0.008750654	-1.866683455	0.070467636
XLOC_024409	Gm8412	0.391002219	0.190223849	0.551169243
XLOC_024410	Gm20407	0.02239321	-1.230433499	0.117347227
XLOC_024411	-	0.077273922	-2.127480516	0.237679422
XLOC_024413	Glis3	0.380470075	-0.455907333	0.551169243
XLOC_024414	Glis3	0.117927951	-0.557233057	0.299876546
XLOC_024417	Plpp6	0.391002219	-0.035907129	0.551169243
XLOC_024418	Cdc37l1	0.822120073	-0.028580291	0.882449278
XLOC_024419	Gm10136	0.28260064	0.690711318	0.481707884
XLOC_024420	1700018L02Rik,Ak3	0.309316841	0.264854688	0.505916201
XLOC_024421	Rcl1	0.121691078	0.373486203	0.305503931
XLOC_024423	Gm5518	0.989136902	0.10944834	0.993115122
XLOC_024424	-	0.87314459	0.014919688	0.91885603
XLOC_024425	Jak2	0.111026105	0.275320047	0.289864911
XLOC_024426	Insl6	0.802868113	0.051587838	0.869654902
XLOC_024427	Cd274,Plgrkt	0.000376446	-1.223753317	0.021379311
XLOC_024429	Ric1	0.320358092	-0.201747611	0.516244086
XLOC_024430	Ermp1	0.920599644	0.019196753	0.949768091
XLOC_024432	9930021J03Rik	0.042642901	-0.447673771	0.169210243
XLOC_024433	Ranbp6	0.00120916	-0.582852588	0.0290839
XLOC_024437	-	0.867891098	0.118448477	0.91505416
XLOC_024438	Uhrf2	0.404042259	0.491159508	0.562769312
XLOC_024443	Cstf2t	0.800984001	-0.015703167	0.868331719
XLOC_024445	Asah2	0.129647535	-0.948501503	0.317014702
XLOC_024446	-	0.234849528	-0.599797592	0.434767698
XLOC_024447	-	0.009317446	-1.313369273	0.073210097
XLOC_024448	-	0.003371512	-1.797095353	0.044565841
XLOC_024449	Sgms1	0.024841362	-0.945090097	0.124848958
XLOC_024451	Rpl9-ps6	0.201814389	0.382798329	0.401636836
XLOC_024452	Minpp1	0.013226338	-0.335612497	0.087929465
XLOC_024453	Atad1,Papss2	0.013370588	1.319554194	0.088346321
XLOC_024454	-	0.747536311	-0.116961061	0.828945452
XLOC_024455	-	0.110745266	-1.374698529	0.289532706
XLOC_024456	Pten	0.763856506	0.068747191	0.84126919
XLOC_024458	Lipo1	0.172810113	0.376732611	0.374765999
XLOC_024466	-	0.822095097	-0.039375684	0.882449278
XLOC_024467	Stambpl1	0.506742207	-0.11330686	0.645043062
XLOC_024468	Fas	0.190042075	0.08299219	0.390666054
XLOC_024471	Lipa	0.000345586	-1.413905326	0.020776359
XLOC_024472	Ifit2	0.081939467	-0.601391574	0.245576282
XLOC_024473	Ifit3	0.612751154	0.043647067	0.72722237
XLOC_024474	Ifit1bl1	0.003761721	-1.529952511	0.046631796
XLOC_024476	Ifit1bl2	0.340157196	-0.382606511	0.534483784
XLOC_024477	Ifit1bl2	0.345660978	-0.329299421	0.539868878
XLOC_024481	-	0.182043151	-0.267400155	0.385519719
XLOC_024482	Kif20b	0.536776394	-0.034175993	0.669083985
XLOC_024486	-	0.331007668	0.202951016	0.526542845
XLOC_024487	Pcgf5	0.286747776	0.136357442	0.485628789
XLOC_024488	Hectd2	0.554131935	-0.025322247	0.681888469
XLOC_024489	Tnks2	0.711355518	-0.10666095	0.801773772
XLOC_024490	Fgfbp3	0.970618072	-0.017436551	0.981604415
XLOC_024491	Btaf1	0.409221844	0.08199926	0.566630871
XLOC_024492	A330032B11Rik	0.391002219	-0.055163902	0.551169243
XLOC_024494	Mar-05	0.689681882	0.08752753	0.786397317
XLOC_024495	-	0.110018335	0.314049655	0.288610948
XLOC_024496	Ide	0.000394828	1.91365895	0.021978168
XLOC_024497	Rpl10-ps6	0.782795036	0.010945341	0.85597695
XLOC_024498	Ide	0.319821622	-0.515995795	0.515976134
XLOC_024499	-	0.120674623	1.10816246	0.303971096
XLOC_024500	-	0.003162724	0.876072886	0.043222496
XLOC_024501	-	0.102765723	1.389245793	0.27732885
XLOC_024502	-	0.182415835	0.687098412	0.385519719
XLOC_024503	-	0.302825586	0.39358791	0.499889063
XLOC_024504	-	0.050916844	-0.582277627	0.188288168
XLOC_024509	-	0.073432949	0.473883882	0.231655369
XLOC_024510	Exoc6	0.510460472	-0.052167724	0.647825598
XLOC_024517	Fra10ac1	0.231149502	-0.351736328	0.431268471
XLOC_024519	Slc35g1	0.902556175	0.006899856	0.938615451
XLOC_024520	Plce1	0.491230241	-0.014744978	0.632360627
XLOC_024521	Noc3l	4.89e-05	1.724175433	0.013908634
XLOC_024524	Hells	0.707538107	-0.127396857	0.799017227
XLOC_024525	-	0.411280725	-1.065803586	0.568416971
XLOC_024530	-	0.229458617	0.369373184	0.429550727
XLOC_024535	Pdlim1	0.054807167	-0.556169762	0.196957151
XLOC_024536	Sorbs1	0.516887203	-0.476256378	0.652915395
XLOC_024537	-	0.300035485	-0.901402386	0.49766564
XLOC_024538	-	0.216888548	-0.479335422	0.41676941
XLOC_024539	-	0.344879322	-0.301649204	0.539024314
XLOC_024540	-	0.560542523	-0.445393592	0.686939109
XLOC_024541	-	0.037472961	-0.272052685	0.157983479
XLOC_024542	-	0.088739662	-0.56104172	0.256685675
XLOC_024543	-	0.043160503	-0.973970027	0.17050838
XLOC_024544	Aldh18a1	0.003194261	2.326005021	0.043472469
XLOC_024545	Gm27042	0.817848809	-0.049000252	0.879597
XLOC_024546	Tctn3	0.47916884	-0.034424395	0.623757133
XLOC_024551	Ccnj	0.20292722	0.221082898	0.402476413
XLOC_024552	E030044B06Rik	0.391002219	0.093605752	0.551169243
XLOC_024553	Mir8092,Zfp518a	0.375033279	-0.05977317	0.551169243
XLOC_024554	-	0.893003997	0.009395943	0.932026819
XLOC_024555	-	0.156466939	-0.770732795	0.353420638
XLOC_024556	-	0.011863984	-0.848049983	0.083171639
XLOC_024557	-	0.431317338	-0.430775411	0.585322544
XLOC_024558	Dntt	0.591020065	-0.062813779	0.710307163
XLOC_024559	Tm9sf3	0.009943366	0.617321077	0.07530642
XLOC_024561	Lcor	0.391002219	-0.045898976	0.551169243
XLOC_024562	Gm340	0.232980175	-0.091175799	0.433203968
XLOC_024564	AI606181	0.707405087	-0.040139113	0.798979516
XLOC_024566	Arhgap19	0.524958724	0.255825829	0.659677744
XLOC_024567	Arhgap19	0.111864714	-0.682880137	0.2910659
XLOC_024568	Frat1	0.741447586	-0.078259286	0.824689457
XLOC_024569	Frat2	1.21e-06	-2.535927691	0.005263834
XLOC_024570	Rrp12	0.001399354	1.823194077	0.030771697
XLOC_024571	Exosc1,Pgam1	0.028848171	0.936735356	0.135854881
XLOC_024572	Gm23113,Mms19,Zdhhc16	0.468964436	-0.09686796	0.615486471
XLOC_024577	-	0.002469874	-0.75332455	0.03906982
XLOC_024578	Pi4k2a	0.812122512	0.022105536	0.875626477
XLOC_024579	Avpi1	0.131264803	1.425512449	0.31909608
XLOC_024580	Marveld1	0.391002219	-0.080719125	0.551169243
XLOC_024581	Zfyve27	0.104527542	-0.286847661	0.280408957
XLOC_024584	R3hcc1l	0.291151372	0.228037263	0.489083554
XLOC_024585	Pyroxd2	0.058000263	-0.870575218	0.203575643
XLOC_024586	Gm16244,Hps1	0.476217502	-0.25807558	0.62153355
